node_count,tx_power,duty_cycle,_seed,_rep,energy,pdr,latency
100,1.0,0.026896551724137928,42,0,0.026896551724137928,0.0,383.1240965549725
100,1.0,0.060689655172413794,42,0,0.060689655172413794,0.0,169.79363370049913
100,1.0,0.14517241379310344,42,0,0.14517241379310344,0.0,70.9826117132728
100,1.0,0.09448275862068964,42,0,0.09448275862068964,0.0,109.06452383681699
100,1.0,0.07758620689655171,42,0,0.07758620689655171,0.0,132.81635347239046
100,1.0,0.01,42,0,0.01,0.0,1030.471707975443
100,1.0,0.16206896551724137,42,0,0.16206896551724137,0.0,63.58229687508053
100,1.0,0.1789655172413793,42,0,0.1789655172413793,0.0,57.57934399092072
100,1.0,0.19586206896551722,42,0,0.19586206896551722,0.0,52.612111850858895
100,1.0,0.21275862068965518,42,0,0.21275862068965518,0.0,48.433840407273664
100,1.0,0.2296551724137931,42,0,0.2296551724137931,0.0,44.870389686618395
100,1.0,0.24655172413793103,42,0,0.24655172413793103,0.0,41.79535598781518
100,1.0,0.2634482758620689,42,0,0.2634482758620689,0.0,39.11476378440818
100,1.0,0.2803448275862069,42,0,0.2803448275862069,0.0,36.75729339641802
100,1.0,0.29724137931034483,42,0,0.29724137931034483,0.0,34.667841683628595
100,1.0,0.04379310344827586,42,0,0.04379310344827586,0.0,235.30456323848702
100,1.0,0.3479310344827586,42,0,0.3479310344827586,0.0,29.617125402663877
100,1.0,0.3310344827586207,42,0,0.3310344827586207,0.0,31.12883284509151
100,1.0,0.31413793103448273,42,0,0.31413793103448273,0.0,32.8031608466387
100,1.0,0.36482758620689654,42,0,0.36482758620689654,0.0,28.245443791387384
100,1.0,0.38172413793103444,42,0,0.38172413793103444,0.0,26.995193795201313
100,1.0,0.41551724137931034,42,0,0.41551724137931034,0.0,24.799734050861286
100,1.0,0.43241379310344824,42,0,0.43241379310344824,0.0,23.830685431649005
100,1.0,0.4493103448275862,42,0,0.4493103448275862,0.0,22.93451997796458
100,1.0,0.3986206896551724,42,0,0.3986206896551724,0.0,25.850933850595027
100,1.0,0.4662068965517241,42,0,0.4662068965517241,0.0,22.103313262786873
100,1.0,0.5,42,0,0.5,0.0,20.60943415950886
100,1.0,0.48310344827586205,42,0,0.48310344827586205,0.0,21.330249487000607
100,1.6551724137931034,0.01,42,0,0.016551724137931035,0.3774237192380061,1030.471707975443
100,1.6551724137931034,0.026896551724137928,42,0,0.04451843043995243,0.3774237192380061,383.1240965549725
100,1.6551724137931034,0.04379310344827586,42,0,0.07248513674197384,0.3774237192380061,235.30456323848702
100,1.6551724137931034,0.07758620689655171,42,0,0.12841854934601662,0.3774237192380061,132.81635347239046
100,1.6551724137931034,0.060689655172413794,42,0,0.10045184304399524,0.3774237192380061,169.79363370049913
100,1.6551724137931034,0.09448275862068964,42,0,0.156385255648038,0.3774237192380061,109.06452383681699
100,1.6551724137931034,0.12827586206896552,42,0,0.21231866825208084,0.3774237192380061,80.33247185830066
100,1.6551724137931034,0.11137931034482758,42,0,0.18435196195005943,0.3774237192380061,92.51913167581378
100,1.6551724137931034,0.14517241379310344,42,0,0.24028537455410226,0.3774237192380061,70.9826117132728
100,1.6551724137931034,0.16206896551724137,42,0,0.2682520808561236,0.3774237192380061,63.58229687508053
100,1.6551724137931034,0.1789655172413793,42,0,0.29621878715814504,0.3774237192380061,57.57934399092072
100,1.6551724137931034,0.19586206896551722,42,0,0.32418549346016645,0.3774237192380061,52.612111850858895
100,1.6551724137931034,0.21275862068965518,42,0,0.35215219976218787,0.3774237192380061,48.433840407273664
100,1.6551724137931034,0.24655172413793103,42,0,0.40808561236623064,0.3774237192380061,41.79535598781518
100,1.6551724137931034,0.2296551724137931,42,0,0.3801189060642093,0.3774237192380061,44.870389686618395
100,1.0,0.11137931034482758,42,0,0.11137931034482758,0.0,92.51913167581378
100,1.6551724137931034,0.2634482758620689,42,0,0.436052318668252,0.3774237192380061,39.11476378440818
100,1.6551724137931034,0.2803448275862069,42,0,0.4640190249702735,0.3774237192380061,36.75729339641802
100,1.0,0.12827586206896552,42,0,0.12827586206896552,0.0,80.33247185830066
100,1.6551724137931034,0.29724137931034483,42,0,0.4919857312722949,0.3774237192380061,34.667841683628595
100,1.6551724137931034,0.31413793103448273,42,0,0.5199524375743162,0.3774237192380061,32.8031608466387
100,1.6551724137931034,0.3479310344827586,42,0,0.575885850178359,0.3774237192380061,29.617125402663877
100,1.6551724137931034,0.36482758620689654,42,0,0.6038525564803805,0.3774237192380061,28.245443791387384
